@relation TimeBasedFeatures-15s-TOR-NonTOR-85.arff

@attribute total_fiat numeric
@attribute total_biat numeric
@attribute min_fiat numeric
@attribute min_biat numeric
@attribute class1 {TOR,NONTOR}

@data
959628,956676,961044,963770,NONTOR
50,25,31170,40605,NONTOR
10038139,10037969,10038139,10037969,NONTOR
10038147,10038258,10038147,10038258,NONTOR
29,29,31226,43352,NONTOR
959302,958751,962297,961847,NONTOR
10038792,10038614,10038792,10038614,NONTOR
10038823,10039123,10038823,10039123,NONTOR
94,15,31814,42373,NONTOR
959372,956789,961007,963028,NONTOR
10039655,10039497,10039655,10039497,NONTOR
58,24,52859,41605,NONTOR
959343,958271,960838,1919659,NONTOR
21,18,35001,37117,NONTOR
10039202,10039212,10039202,10039212,NONTOR
10039371,10039410,10039371,10039410,NONTOR
959438,959480,960753,960740,NONTOR
57,25,32189,43082,NONTOR
959333,959162,961321,961409,NONTOR
10038346,10038515,10038346,10038515,NONTOR
10039376,10039375,10039376,10039375,NONTOR
36,24,30435,39571,NONTOR
959257,959233,961162,961491,NONTOR
959692,959265,960498,960882,NONTOR
32,26,30060,38920,NONTOR
10038675,10038901,10038675,10038901,NONTOR
10039253,10039808,10039253,10039808,NONTOR
959318,956200,961806,965101,NONTOR
94,20,31284,39871,NONTOR
959332,958977,960779,960839,NONTOR
10038785,10039040,10038785,10039040,NONTOR
45,25,34850,41415,NONTOR
959283,958736,960925,961350,NONTOR
10038959,10038775,10038959,10038775,NONTOR
67,20,30627,45437,NONTOR
35,17,37709,41151,NONTOR
10038382,10038287,10038382,10038287,NONTOR
10038371,10038073,10038371,10038073,NONTOR
959270,958418,961746,961896,NONTOR
31,25,32547,39110,NONTOR
101033,10038765,10038857,10038765,NONTOR
959621,958490,961424,961815,NONTOR
10038556,10039238,10038556,10039238,NONTOR
959604,956609,961188,962605,NONTOR
28,28,36721,41744,NONTOR
10039027,10038906,10039027,10038906,NONTOR
10038417,10038523,10038417,10038523,NONTOR
959504,958788,960855,960879,NONTOR
33,26,29937,42445,NONTOR
959228,959048,961338,960915,NONTOR
10039480,10039222,10039480,10039222,NONTOR
10038654,10038971,10038654,10038971,NONTOR
43,23,30925,40138,NONTOR
959338,958527,961418,961825,NONTOR
10039081,10039061,10039081,10039061,NONTOR
10038199,10038879,10038199,10038879,NONTOR
34,21,29844,43193,NONTOR
959553,959496,960480,960605,NONTOR
10039061,10039041,10039061,10039041,NONTOR
10039298,10039398,10039298,10039398,NONTOR
959421,959449,961208,961268,NONTOR
66,22,31137,40100,NONTOR
10039051,10039098,10039051,10039098,NONTOR
10039886,10040318,10039886,10040318,NONTOR
30,18,32575,40006,NONTOR
959433,958586,961285,961530,NONTOR
10039491,10039396,10039491,10039396,NONTOR
10040113,10039983,10040113,10039983,NONTOR
137,19,34209,45375,NONTOR
100,12,31841,49715,NONTOR
10039523,10039559,10039523,10039559,NONTOR
10039536,10039580,10039536,10039580,NONTOR
10038908,10039029,10038908,10039029,NONTOR
10038905,10038904,10038905,10038904,NONTOR
959492,958824,961753,1921742,NONTOR
24,19,42054,60586,NONTOR
10039148,10039060,10039148,10039060,NONTOR
31,16,37386,49670,NONTOR
959583,959118,961899,962343,NONTOR
34,13,30051,52772,NONTOR
10038474,10039211,10038474,10039211,NONTOR
10038468,10038501,10038468,10038501,NONTOR
959235,958638,960890,961059,NONTOR
36,15,31577,59187,NONTOR
10038940,10039022,10038940,10039022,NONTOR
10039680,10039596,10039680,10039596,NONTOR
49,15,31567,41291,NONTOR
10039575,10039647,10039575,10039647,NONTOR
57,16,36456,59052,NONTOR
959504,958176,961087,961523,NONTOR
28,20,32055,52728,NONTOR
10039283,10038589,10039283,10038589,NONTOR
959612,958783,960698,961442,NONTOR
33,17,31132,52580,NONTOR
10039600,10039728,10039600,10039728,NONTOR
10039657,10039781,10039657,10039781,NONTOR
67,17,32865,43953,NONTOR
959212,958690,961763,962100,NONTOR
10038876,10038882,10038876,10038882,NONTOR
10038922,10038978,10038922,10038978,NONTOR
37,25,33178,42666,NONTOR
959377,958274,960922,961270,NONTOR
10041550,10040973,10041550,10040973,NONTOR
10039130,10039002,10039130,10039002,NONTOR
81,17,29665,42617,NONTOR
10039778,10039569,10039778,10039569,NONTOR
204,22,39077,39184,NONTOR
959332,958529,961554,962097,NONTOR
10038798,10038676,10038798,10038676,NONTOR
31,29,45241,42353,NONTOR
959293,957995,960756,961876,NONTOR
112,45,40040,40711,NONTOR
959472,952735,961271,967941,NONTOR
10038681,10038162,10038681,10038162,NONTOR
833,24,30453,40356,NONTOR
959384,959124,961267,961230,NONTOR
10039436,10039320,10039436,10039320,NONTOR
60,22,30433,42886,NONTOR
959541,959080,960935,961347,NONTOR
10039599,10039732,10039599,10039732,NONTOR
10039400,10040866,10039400,10040866,NONTOR
33,31,29886,41012,NONTOR
959788,959421,961370,961605,NONTOR
29,23,29838,50387,NONTOR
959481,959435,961031,961293,NONTOR
10039051,10039048,10039051,10039048,NONTOR
10039344,10039254,10039344,10039254,NONTOR
210,22,28897,43246,NONTOR
10039339,10039117,10039339,10039117,NONTOR
10040695,10040079,10040695,10040079,NONTOR
122,18,34797,47553,NONTOR
959728,959480,961067,961205,NONTOR
10038551,10038561,10038551,10038561,NONTOR
959295,958822,961492,961648,NONTOR
34,20,32275,41630,NONTOR
959143,958839,960577,960924,NONTOR
10039660,10039586,10039660,10039586,NONTOR
36,19,32233,40731,NONTOR
959596,959198,961781,962514,NONTOR
10038937,10039835,10038937,10039835,NONTOR
93,17,35262,36470,NONTOR
959237,958951,961025,961089,NONTOR
10038890,10038837,10038890,10038837,NONTOR
33,23,48190,42541,NONTOR
10039185,10039018,10039185,10039018,NONTOR
959374,958820,960934,962337,NONTOR
61,18,31545,40823,NONTOR
10038554,10038379,10038554,10038379,NONTOR
959456,958078,961331,961459,NONTOR
10039746,10039551,10039746,10039551,NONTOR
38,21,30447,43322,NONTOR
959421,959072,961077,961014,NONTOR
10038116,10038115,10038116,10038115,NONTOR
10039822,10039897,10039822,10039897,NONTOR
26,16,32798,42634,NONTOR
959457,958654,961652,962331,NONTOR
10039568,10039098,10039568,10039098,NONTOR
959561,957587,960613,963412,NONTOR
53,20,32294,42541,NONTOR
10039759,10039860,10039759,10039860,NONTOR
10038910,10038858,10038910,10038858,NONTOR
20,22,29969,40028,NONTOR
10039195,10038970,10039195,10038970,NONTOR
10040514,10039606,10040514,10039606,NONTOR
75,15,33978,41355,NONTOR
959349,958910,961144,961162,NONTOR
44,17,32128,41948,NONTOR
10039209,10039174,10039209,10039174,NONTOR
959559,957646,962512,963100,NONTOR
33,22,32658,30584,NONTOR
10039001,10039557,10039001,10039557,NONTOR
10038616,10039016,10038616,10039016,NONTOR
959230,958618,961271,961367,NONTOR
28,15,32483,43863,NONTOR
959357,958253,967571,968867,NONTOR
10038752,10040106,10038752,10040106,NONTOR
10038931,10038944,10038931,10038944,NONTOR
62,14,29814,71776,NONTOR
10039431,10039219,10039431,10039219,NONTOR
959623,958820,960786,961290,NONTOR
94,17,31619,41220,NONTOR
10038627,10038645,10038627,10038645,NONTOR
10039615,10039667,10039615,10039667,NONTOR
959440,958329,960880,962231,NONTOR
66,16,31129,48259,NONTOR
959617,956937,961300,963058,NONTOR
10039888,10038791,10039888,10038791,NONTOR
10039622,10039577,10039622,10039577,NONTOR
37,19,35293,38684,NONTOR
54,22,33526,46083,NONTOR
10038320,10038315,10038320,10038315,NONTOR
10039187,10039210,10039187,10039210,NONTOR
959511,959004,961069,961348,NONTOR
36,18,32518,43960,NONTOR
10039117,10039188,10039117,10039188,NONTOR
10038275,10038145,10038275,10038145,NONTOR
959516,958673,960607,961392,NONTOR
27,15,32178,40369,NONTOR
10039189,10039067,10039189,10039067,NONTOR
959679,959293,966468,966253,NONTOR
83,19,31521,45331,NONTOR
959730,958565,961460,961507,NONTOR
10039369,10039404,10039369,10039404,NONTOR
10039524,10039171,10039524,10039171,NONTOR
10038092,10038006,10038092,10038006,NONTOR
10038678,10038973,10038678,10038973,NONTOR
959297,959006,960938,961881,NONTOR
40,18,31893,40984,NONTOR
10038336,10038810,10038336,10038810,NONTOR
959391,959344,961319,961558,NONTOR
47,16,50914,43566,NONTOR
237,14,32671,41931,NONTOR
10038754,10039252,10038754,10039252,NONTOR
10039247,10039000,10039247,10039000,NONTOR
959377,959300,961612,961674,NONTOR
37,22,30393,47153,NONTOR
10038601,10038562,10038601,10038562,NONTOR
959585,958960,960718,960904,NONTOR
50,17,31737,60525,NONTOR
10039615,10040076,10039615,10040076,NONTOR
959501,959265,961560,961865,NONTOR
57,19,37354,41211,NONTOR
959684,958714,962444,962876,NONTOR
23,16,31024,42052,NONTOR
10039177,10039130,10039177,10039130,NONTOR
10038432,10038195,10038432,10038195,NONTOR
959454,954372,961472,961617,NONTOR
28,15,32335,41563,NONTOR
10039293,10039331,10039293,10039331,NONTOR
10038795,10038766,10038795,10038766,NONTOR
64,15,33815,55626,NONTOR
959438,958268,960852,961427,NONTOR
10039051,10039311,10039051,10039311,NONTOR
10039309,10039547,10039309,10039547,NONTOR
30,13,37861,53566,NONTOR
959448,958937,960657,960789,NONTOR
47,20,32357,43081,NONTOR
10039148,10039076,10039148,10039076,NONTOR
10039439,10039359,10039439,10039359,NONTOR
39,17,31409,41388,NONTOR
10039044,10039212,10039044,10039212,NONTOR
26,25,32171,37928,NONTOR
959629,958947,960839,961472,NONTOR
10038580,10038605,10038580,10038605,NONTOR
10038580,10038636,10038580,10038636,NONTOR
30,15,34154,37489,NONTOR
959471,955379,960750,964805,NONTOR
10038765,10038854,10038765,10038854,NONTOR
10039545,10040263,10039545,10040263,NONTOR
959189,959333,960973,961323,NONTOR
35,19,30504,39047,NONTOR
10038288,10038160,10038288,10038160,NONTOR
10039129,10039023,10039129,10039023,NONTOR
37,18,31122,40818,NONTOR
959265,958776,961249,961150,NONTOR
10039127,10039079,10039127,10039079,NONTOR
31,17,32880,38788,NONTOR
959495,959104,961547,961826,NONTOR
93,16,32070,47286,NONTOR
10039448,10039243,10039448,10039243,NONTOR
10038457,10038416,10038457,10038416,NONTOR
67,26,30618,62101,NONTOR
959371,958718,960804,961303,NONTOR
10038959,10038848,10038959,10038848,NONTOR
10039693,10038861,10039693,10038861,NONTOR
48,22,30471,59467,NONTOR
959140,959116,961083,961267,NONTOR
10038575,10039414,10038575,10039414,NONTOR
10039066,10039022,10039066,10039022,NONTOR
223,24,31568,45655,NONTOR
959417,958590,960983,961858,NONTOR
34,24,51898,41503,NONTOR
10038115,10038192,10038115,10038192,NONTOR
10040110,10039676,10040110,10039676,NONTOR
959233,958476,961261,961970,NONTOR
959160,955561,960913,964303,NONTOR
10038305,10038511,10038305,10038511,NONTOR
10038947,10038938,10038947,10038938,NONTOR
34,17,34451,38386,NONTOR
959515,956329,961580,963617,NONTOR
10038672,10038786,10038672,10038786,NONTOR
55,23,37949,53611,NONTOR
959464,959416,961184,961164,NONTOR
10038724,10038817,10038724,10038817,NONTOR
959592,959139,961392,961514,NONTOR
42,16,30547,58540,NONTOR
959159,959254,961562,960803,NONTOR
10038771,10038557,10038771,10038557,NONTOR
10039740,10039785,10039740,10039785,NONTOR
959458,958291,961336,961945,NONTOR
10039014,10038389,10039014,10038389,NONTOR
55,21,31694,48598,NONTOR
959392,951267,960925,967366,NONTOR
30,14,54938,44535,NONTOR
10038236,10038811,10038236,10038811,NONTOR
959351,959575,961018,1920082,NONTOR
58,18,30169,49293,NONTOR
10038807,10051212,10038807,10051212,NONTOR
10038523,10039065,10038523,10039065,NONTOR
959246,946506,961397,968897,NONTOR
50,13,29653,44675,NONTOR
959429,953035,960830,967332,NONTOR
10037717,10037846,10037717,10037846,NONTOR
10039001,10038974,10039001,10038974,NONTOR
282,19,30756,34311,NONTOR
959309,958312,960895,962462,NONTOR
35,17,38516,41749,NONTOR
10039023,10039122,10039023,10039122,NONTOR
959373,958379,961041,962302,NONTOR
47,18,37950,39721,NONTOR
10037886,10037952,10037886,10037952,NONTOR
10039015,10039265,10039015,10039265,NONTOR
35,23,31709,42602,NONTOR
959107,958726,962015,961864,NONTOR
10039370,10039190,10039370,10039190,NONTOR
10040431,10039202,10040431,10039202,NONTOR
40,15,30514,49688,NONTOR
959524,959186,962721,961278,NONTOR
10038385,10038424,10038385,10038424,NONTOR
10039447,10039380,10039447,10039380,NONTOR
959512,958548,961615,961554,NONTOR
285,14,31350,46915,NONTOR
10038612,10039140,10038612,10039140,NONTOR
10039571,10039755,10039571,10039755,NONTOR
959206,958204,960855,960894,NONTOR
24,15,31346,138055,NONTOR
959528,959433,960994,961433,NONTOR
10040109,10040247,10040109,10040247,NONTOR
58,17,38934,58901,NONTOR
959177,958900,960793,961456,NONTOR
78,12,40422,42907,NONTOR
10038475,10038540,10038475,10038540,NONTOR
10039532,10040090,10039532,10040090,NONTOR
66,13,34185,42950,NONTOR
10039045,10039280,10039045,10039280,NONTOR
10038202,10038327,10038202,10038327,NONTOR
959240,959416,961490,961341,NONTOR
69,19,51918,44241,NONTOR
959306,958695,961799,961514,NONTOR
10039126,10038596,10039126,10038596,NONTOR
10039170,10039922,10039170,10039922,NONTOR
87,17,47283,42686,NONTOR
959514,959290,960983,960787,NONTOR
34,13,43224,40383,NONTOR
10038996,10038894,10038996,10038894,NONTOR
10038827,10038864,10038827,10038864,NONTOR
61,17,30279,39626,NONTOR
10038807,10038909,10038807,10038909,NONTOR
10039251,10039215,10039251,10039215,NONTOR
29,17,29807,41540,NONTOR
10038787,10038883,10038787,10038883,NONTOR
959382,958988,961891,962712,NONTOR
53,18,38354,50000,NONTOR
959341,958828,960821,960793,NONTOR
323,18,43531,38927,NONTOR
10038677,10038794,10038677,10038794,NONTOR
10039046,10039091,10039046,10039091,NONTOR
35,18,35670,41955,NONTOR
959496,959476,961057,961694,NONTOR
10039530,10039639,10039530,10039639,NONTOR
959329,959105,961275,962335,NONTOR
10038357,10038813,10038357,10038813,NONTOR
10039449,10038404,10039449,10038404,NONTOR
104,20,33486,40212,NONTOR
959413,958995,960907,960878,NONTOR
37,12,54024,507156,NONTOR
959601,959313,961343,961953,NONTOR
10040062,10039282,10040062,10039282,NONTOR
10038657,10038757,10038657,10038757,NONTOR
36,18,39421,610616,NONTOR
959345,959174,961081,961118,NONTOR
10038512,10038474,10038512,10038474,NONTOR
10039117,10039132,10039117,10039132,NONTOR
34,24,31388,648168,NONTOR
959650,959235,960917,960820,NONTOR
10038860,10038759,10038860,10038759,NONTOR
10039094,10039109,10039094,10039109,NONTOR
501,20,30616,568354,NONTOR
959615,959413,960828,960871,NONTOR
36,31,29743,702750,NONTOR
10038847,10038944,10038847,10038944,NONTOR
10039458,10038825,10039458,10038825,NONTOR
54,24,30511,555601,NONTOR
959459,957875,961528,962700,NONTOR
10039467,10039233,10039467,10039233,NONTOR
10039386,10039664,10039386,10039664,NONTOR
959583,959490,961067,961555,NONTOR
10038824,10038746,10038824,10038746,NONTOR
10038573,10038484,10038573,10038484,NONTOR
52,32,31518,555178,NONTOR
959449,958747,961096,962129,NONTOR
52,18,30508,892071,NONTOR
10039064,10038206,10039064,10038206,NONTOR
51,27,30050,706180,NONTOR
10039230,10039406,10039230,10039406,NONTOR
10039396,10040189,10039396,10040189,NONTOR
10039779,10039609,10039779,10039609,NONTOR
10038954,10039335,10038954,10039335,NONTOR
29,24,30615,680242,NONTOR
33,27,29684,547535,NONTOR
10038325,10038811,10038325,10038811,NONTOR
10039233,10039153,10039233,10039153,NONTOR
959146,958288,960883,961938,NONTOR
37,23,31234,529140,NONTOR
959290,959233,960810,961038,NONTOR
10039747,10038860,10039747,10038860,NONTOR
10038667,10038631,10038667,10038631,NONTOR
35,25,30711,697490,NONTOR
959634,959156,960636,961208,NONTOR
10038912,10038693,10038912,10038693,NONTOR
65,11,30433,856049,NONTOR
959588,959543,961327,962084,NONTOR
34,30,30143,632922,NONTOR
10038936,10039479,10038936,10039479,NONTOR
10039582,10039434,10039582,10039434,NONTOR
959314,959410,961244,961185,NONTOR
33,25,30532,918313,NONTOR
10039759,10039898,10039759,10039898,NONTOR
959271,958435,960899,961248,NONTOR
10039147,10039016,10039147,10039016,NONTOR
10039016,10039012,10039016,10039012,NONTOR
95,27,30440,564141,NONTOR
959537,956890,960728,963096,NONTOR
55,20,43646,692060,NONTOR
10038877,10046995,10038877,10046995,NONTOR
959443,958297,961475,961741,NONTOR
44,23,32047,583557,NONTOR
959633,957924,961112,962496,NONTOR
10039366,10038712,10039366,10038712,NONTOR
10038886,10038851,10038886,10038851,NONTOR
44,22,33433,660367,NONTOR
35,18,30791,610101,NONTOR
10038886,10038896,10038886,10038896,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
959866,959760,1007943,1008244,NONTOR
-1,-1,-1,-1,NONTOR
12,39179,107363,353783,NONTOR
-1,-1,-1,-1,NONTOR
33,29,2872050,2872215,NONTOR
116,66,28509,23166,NONTOR
469,39,28207,24384,NONTOR
110,54,27531,23047,NONTOR
145,55,28596,32591,NONTOR
1635,3561,27092,22991,NONTOR
7116,1644,28946,22689,NONTOR
53,11,2963849,2964993,NONTOR
180,73,27650,28705,NONTOR
2672,3245,23103,23404,NONTOR
135,129,27252,23474,NONTOR
841,2360,27063,23121,NONTOR
120,56,22414,38655,NONTOR
5198,1738,27409,24165,NONTOR
2960,56,27058,23094,NONTOR
-1,12685,-1,12685,NONTOR
180,1498,28365,23714,NONTOR
149,119,22497,23380,NONTOR
5032,1712,26054,26789,NONTOR
210,35,28526,22817,NONTOR
85,6847,30216,22865,NONTOR
56723,16748,56723,16748,NONTOR
1838,46,28876,22767,NONTOR
141,3119,28126,22773,NONTOR
1244,3309,24675,22944,NONTOR
9573,6942,28598,22779,NONTOR
85,52,27934,32044,NONTOR
9131,9005,24491,22817,NONTOR
70,89,27077,22837,NONTOR
21446,60903,21446,60903,NONTOR
1285,5102,29029,28526,NONTOR
4983,72,27024,22994,NONTOR
205,1203,27168,31701,NONTOR
7309,277,28871,22566,NONTOR
355,2570,27616,32370,NONTOR
8382,445,23709,23169,NONTOR
66,70,25729,23237,NONTOR
1800440,1840655,1800440,1840655,NONTOR
2503,1297,29368,22950,NONTOR
211,829,27817,22897,NONTOR
2863,65,24458,23200,NONTOR
219,2309,27580,23408,NONTOR
200,61,27155,26278,NONTOR
210,6527,22508,23096,NONTOR
1007,966,29211,23099,NONTOR
1889,920,26034,23029,NONTOR
1787024,1788005,1787024,1788005,NONTOR
84,72,27937,33429,NONTOR
184,76,27168,23103,NONTOR
1811,72,27640,22983,NONTOR
208,470,27263,35185,NONTOR
3831,66,26533,23151,NONTOR
196,6220,27542,22761,NONTOR
1322,49,26674,23135,NONTOR
1771505,1772537,1771505,1772537,NONTOR
165,2062,25388,35253,NONTOR
7875,56,27145,22979,NONTOR
380,3439,26614,23000,NONTOR
3816,1181,27247,32483,NONTOR
638,57,22397,23110,NONTOR
198,6802,24944,22981,NONTOR
1745219,1746170,1745219,1746170,NONTOR
3256,95,25088,23193,NONTOR
2475,64,26748,25495,NONTOR
960,9001,27550,23140,NONTOR
215,57,25480,23193,NONTOR
8084,4931,25396,23097,NONTOR
189,49,28803,24678,NONTOR
2526684,2527735,2526684,2527735,NONTOR
217,3431,28762,35128,NONTOR
942,62,27934,23040,NONTOR
4376,749,26651,23588,NONTOR
3694,76,22619,22989,NONTOR
8265,78,22496,23226,NONTOR
1352,1433,28395,38810,NONTOR
108,134,32646,23133,NONTOR
2858225,2859080,2858225,2859080,NONTOR
3065,2177,27975,22931,NONTOR
2338,1127,27770,23716,NONTOR
385,68,28139,23024,NONTOR
86,1557,25935,22947,NONTOR
801,55,22589,23119,NONTOR
216,1989,28262,23117,NONTOR
667,66,26850,34391,NONTOR
4458,5811,28052,22537,NONTOR
